,title,date,media,content
48,"멕시코 대통령 ""누에보레온주 몬테레이에 테슬라 전기차 공장 건설 합의...1일 공식 발표""",2023.03.01,YTN,[앵커]미국 전기차 업체 테슬라가 멕시코 누에보레온주 몬테레이 지역에 새 공장을 건설한다고 멕시코 대통령이 말했습니다.국제부 연결해 자세한 소식 알아보겠습니다. 김원배 기자![기자]네 국제붑니다.[앵커]자세한 소식 전해주시죠?[기자]네 안드레스 마누엘 로페스 오브라도르 멕시코 대통령이 현지시간 28일 정례기자회견을 열었습니다.이 자리에서 오브라도르 대통령은 멕시코 정부와 테슬라가 테슬라의 멕시코 공장 건설에 대해 합의했다고 밝혔습니다.오브라도르 대통령은 테슬라의 멕시코 공장은 북부 누에보레온주 몬테레이 지역에 들어설 것이라고 말했습니다.오브라도르 대통령의 말을 직접 들어보겠습니다.[로페스 오브라도르 / 멕시코 대통령 : 우리는 합의했습니다. 그들은 멕시코에 투자할 것이고 공장은 몬테레이에 건설될 것입니다.]오브라도르 대통령은 테슬라가 현지시간 3월 1일 구체적인 내용을 발표할 것이라고 밝혔습니다.오브라도르 대통령은 지난달 27일 일론 머스크 테슬라 최고경영자와 통화를 하고 합의에 도달했다고 밝혔습니다.테슬라는 현재 미국 캘리포니아 주와 텍사스 주 그리고 독일 베를린과 중국 상하이에 기가팩토리라는 이름의 전기차 공장을 가동하고 있습니다.이에 따라 멕시코 공장은 테슬라의 5번째 기가팩토리가 됩니다.테슬라의 전기차 공장이 들어서는 멕시코 누에보레온주는 리오그란데 강을 끼고 미국과 국경을 맞대고 있는 지역입니다.멕시코의 산업 수도라고 불리고 있는데 기아차와 LG 일렉트로닉을 비롯한 270여 개의 우리나라 기업이 진출해 있습니다.지금까지 국제부에서 전해드렸습니다.※ 당신의 제보가 뉴스가 됩니다[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] 
49,해외 주식 투자도 챗GPT 열풍…구글·MS 사고 테슬라 팔고,2023.03.01,KBS,인공지능(AI) 챗봇 챗GPT 열풍에 해외주식을 거래하는 국내 투자자들도 구글 모회사인 알파벳 마이크로소프트(MS) 등 관련주를 사들인 것으로 나타났습니다. 한국예탁결제원 증권정보포털 세이브로의 자료를 보면 지난달 1일부터 27일까지 국내 투자자들이 해외주식 중 가장 많이 순매수 결제한 종목은 알파벳(1억 2천735만 달러) 마이크로소프트(1억 1천812만 달러) 순이었습니다. 마이크로소프트는 1월에는 순매수 순위 14위였고 알파벳은 50위권에도 들지 못했습니다. 최근 들어 빅테크 기업들의 AI 챗봇 경쟁이 심화하면서 투자자들의 관심이 이들 기업으로 옮겨간 것으로 보입니다. 대신 투자자들은 1월 순매수 결제 1위였던 테슬라(2억 8천160만 달러)에 대해서는 16억 3천964만 달러를 매수하고 18억 2천318만 달러를 매도해 1억 8천354만 달러 순매도했습니다. 연초 108달러까지 떨어졌던 테슬라 주가가 지난달 200달러대에 진입하면서 차익 시현에 나선 것으로 분석됩니다.안소은 KB증권 연구원은 미국 내에서도 이익이 성장하는 기업이 희소해진 만큼 소프트웨어 커뮤니케이션 등 AI와 연관된 업종의 성장 기대가 상대적으로 큰 편이라고 설명하면서  일부 종목에는 투자자들의 과도한 기대감이 반영되는 측면도 있다.라고 덧붙였습니다.[사진 출처 : 게티이미지뱅크]
50,"'챗GPT 열풍'…서학개미, 구글·MS 샀다",2023.03.01,한국경제TV,인공지능(AI) 챗봇 챗GPT 열풍이 주식시장에서도 영향을 미친다.AI 관련주 랠리가 지속되면서 해외주식에 투자하는 서학개미들도 테슬라를 팔고 대신 구글 모회사인 알파벳 마이크로소프트(MS) 등 관련주를 사들인 것으로 나타났다.1일 한국예탁결제원 증권정보포털 세이브로에 따르면 지난달 1일부터 27일까지 국내 투자자들이 해외주식 중 가장 많이 순매수 결제한 종목은 알파벳(1억2천735만달러) 마이크로소프트(1억1천812만달러) 순이었다.마이크로소프트는 1월에는 순매수 순위 14위였고 알파벳은 50위권에도 들지 못했다.최근 들어 빅테크 기업들의 AI 챗봇 경쟁이 심화하면서 투자자들의 관심이 이들 기업으로 옮겨간 것으로 보인다.챗GPT가 인기를 끌면서 마이크로소프트는 최근 AI 챗봇을 탑재한 검색엔진 빙(Bing)을 공개했고 구글은 새로운 대화형 AI 서비스 바드를 내놨다.대신 투자자들은 1월 순매수 결제 1위였던 테슬라(2억8천160만달러)에 대해서는 16억3천964만달러를 매수하고 18억2천318만달러를 매도해 1억8천354만달러 순매도에 나섰다.연초 108달러까지 떨어졌던 테슬라 주가가 지난달 200달러대에 진입하면서 차익 실현에 나선 것으로 분석된다.챗GPT 열풍으로 국내 증시에서도 투자자 관심이 쏠리면서 AI 관련 기업으로 분류되는 종목이 급등했다.올해 1월 2일부터 지난달 28일까지 코난테크놀로지(413.63%) 셀바스AI(336.01%) 등 관련 기업이 코스피·코스닥 상장사 중 가장 수익률이 높은 종목 1∼2위에 들었다.(사진=연합뉴스)
51,"서학개미, AI 챗봇 열풍에 구글·MS 사고 테슬라 팔았다",2023.03.01,연합뉴스,인공지능 챗봇 (PG)[강민지 제작] 일러스트    (서울=연합뉴스) 채새롬 기자 = 인공지능(AI) 챗봇 챗GPT 열풍에 주식시장에서도 AI 관련주 랠리가 지속되면서 해외주식에 투자하는 서학개미들도 테슬라를 팔고 대신 구글 모회사인 알파벳 마이크로소프트(MS) 등 관련주를 사들인 것으로 나타났다.     1일 한국예탁결제원 증권정보포털 세이브로에 따르면 지난달 1일부터 27일까지 국내 투자자들이 해외주식 중 가장 많이 순매수 결제한 종목은 알파벳(1억2천735만달러) 마이크로소프트(1억1천812만달러) 순이었다.     마이크로소프트는 1월에는 순매수 순위 14위였고 알파벳은 50위권에도 들지 못했다.     최근 들어 빅테크 기업들의 AI 챗봇 경쟁이 심화하면서 투자자들의 관심이 이들 기업으로 옮겨간 것으로 보인다.     챗GPT가 뜨거운 인기를 끌면서 마이크로소프트는 최근 AI 챗봇을 탑재한 검색엔진 빙(Bing)을 공개했고 구글은 새로운 대화형 AI 서비스 바드를 내놨다.    대신 투자자들은 1월 순매수 결제 1위였던 테슬라(2억8천160만달러)에 대해서는 16억3천964만달러를 매수하고 18억2천318만달러를 매도해 1억8천354만달러 순매도에 나섰다.     연초 108달러까지 떨어졌던 테슬라 주가가 지난달 200달러대에 진입하면서 차익 시현에 나선 것으로 분석된다.     챗GPT 열풍으로 국내 증시에서도 투자자 관심이 쏠리면서 AI 관련 기업으로 분류되는 종목이 급등했다.    올해 1월 2일부터 지난달 28일까지 코난테크놀로지(413.63%) 셀바스AI(336.01%) 등 관련 기업이 코스피·코스닥 상장사 중 가장 수익률이 높은 종목 1∼2위에 들었다.     안소은 KB증권 연구원은 미국 내에서도 이익이 성장하는 기업이 희소해진 만큼 지금이 긴 관점에서 성장주에 투자하기 좋은 시점이라며 소프트웨어 커뮤니케이션 등 AI와 연관된 업종의 성장 기대가 상대적으로 큰 편이라고 말했다.    이어 특정 산업이 성장할 때 일부 종목에는 투자자들의 과도한 기대감이 반영되는 측면이 있어 투자 기업 선별에는 유의할 필요가 있다고 덧붙였다.     
52,"美 리비안, 예상 하회하는 4분기 실적에 주가 9%급락",2023.03.01,조선비즈,미국 전기자동차 업체 리비안이 시장 예상치를 밑도는 지난해 4분기 실적을 발표했다. 올해 생산 차량도 월가 전망을 하회하면서 주가는 급락했다.28일(현지 시각) 뉴욕타임스에 따르면 리비안은 지난해 4분기 6억6300만 달러(8784억 원)의 매출을 기록했다. 이는 블룸버그가 집계한 시장 예상치 7억1700만 달러(9500억 원)에 미치지 못하는 수준이다. 여기에 주당 1.87달러(2477원)의 손실을 기록했다.리비안 새 SUV 전기차의 로고. /연합뉴스        리비안은 주주들에게 보낸 서한에서 “공급망 이슈는 계속해서 우리의 생산을 제한하는 주요 원인이 되고 있다”며 “이 때문에 지난 분기에는 상당 기간 생산을 하지 못했다”고 설명했다. 이어 “이 문제가 올해에도 계속 영향을 미칠 것으로 예상하지만 작년에 경험했던 것보다 더 나아질 것으로 예상한다”고 말했다.리비안은 이에 올해에는 작년의 두 배 수준인 5만 대의 차량을 생산할 것으로 전망했다. 그러나 전문가들이 예상한 6만 대보다 낮아 시장에 실망감을 줬다.실적 발표 후 리비안은 시간 외 거래에서 정규장 종가보다 9.17% 급락한 17.53달러(2만3227원)에 거래됐다. 리비안은 전기차 선두주자 테슬라의 대항마로 주목받으며 2021년 11월 뉴욕증시에 상장했다. 상장 첫날 시가총액이 100조 원을 넘으며 큰 관심을 받았으나 현재는 22조 원 수준에 그치고 있다.
53,"일론 머스크, AI 챗봇 개발 경쟁 참여",2023.03.01,지디넷코리아,딥마인드 연구원과 접촉 중...연구소 설립 논의전 오픈AI 창업자인 일론 머스크 테슬라 최고경영자(CEO)도 인공지능(AI) 챗봇 개발 경쟁에 뛰어든다.머스크 테슬라 CEO가 챗GPT와 대적할 만한 AI 챗봇을 만들기 위해 새로운 AI 연구소 설립을 계획하고 있다고 미국 IT매체 디인포메이션은 지난달 28일(현지시간) 보도했다.보도에 따르면 머스크 CEO는 해당 연구소를 세우기 위해 구글 모회사 알파벳 산하 AI 기업 딥마인드를 퇴사한 연구원 이고르 바부슈킨과 접촉했다. 현재 머스크와 바부슈킨은 연구소 관련 논의를 진행 중이다.일론 머스크 테슬라 CEO (사진=씨넷)바무슈킨은 머스크의 계획이 아직 초기 단계다며 자신이 공식적으로 참여할지 결정하지 않았다고 디인포메이션에 밝혔다.머스크는 오픈AI CEO인 샘 올트먼 등과 2015년 회사를 설립했으나 2018년 테슬라의 AI 연구에 따른 이해충돌 문제로 이사직을 사임하고 투자 지분도 모두 팔았다.오픈AI를 비난하는 일론 머스크 트윗 내용 (사진=트위터)그동안 머스크는 오픈AI를 비롯한 챗GPT AI 기술 전망에 대해 다양한 의견을 펼친 바 있다. 마이크로소프트가 오픈AI에 투자한다는 보도가 이어졌을 땐 오픈AI를 비난했다.그는 오픈AI는 비영리 연구기관으로 자본주의 기업 구글에 대항하기 위해 생겼다며 이젠 자본주의에 물들어 연구소 목적을 완전히 잃었다고 밝혔다.챗GPT 등 AI 챗봇의 잇따른 실수가 이어지자 머스크는 AI는 문명에 가장 큰 위협이다라거나 핵무기보다 타격이 클 수 있다고 지적했다. 최근 그는 챗GPT에 대해 무서울 정도로 좋다고 트위터를 통해 평하기도 했다.
54,"리비안, 4분기 실적 '어닝 쇼크' 주가 9% 급락",2023.03.01,한국경제TV,미국 전기자동차 업체 리비안이 시장 예상치를 밑도는 지난해 4분기 실적을 발표했다.올해 생산 차량도 월가 전망을 하회하면서 주가는 급락했다.리비안은 지난해 4분기 6억6천300만 달러(8천784억 원)의 매출을 기록했다고 28일(현지시간) 밝혔다.이는 블룸버그가 집계한 시장 예상치 7억1천700만 달러(9천500억 원)에 미치지 못하는 수준이다. 여기에 주당 1.87달러(2천477원)의 손실을 기록했다.리비안은 주주들에게 보낸 서한에서 공급망 이슈는 계속해서 우리의 생산을 제한하는 주요 원인이 되고 있다며 이 때문에 지난 분기에는 상당 기간 생산을 하지 못했다고 설명했다.이어 이 문제가 올해에도 계속 영향을 미칠 것으로 예상하지만 작년에 경험했던 것보다 더 나아질 것으로 예상한다고 말했다.리비안은 이에 올해에는 작년의 두 배 수준인 5만 대의 차량을 생산할 것으로 전망했다. 그러나 전문가들이 예상한 6만 대보다 낮아 시장에 실망감을 줬다.실적 발표 후 리비안은 시간 외 거래에서 정규장 종가보다 9.17% 급락한 17.53달러(2만3천227원)에 거래됐다.리비안은 전기차 선두주자 테슬라의 대항마로 주목받으며 2021년 11월 뉴욕증시에 상장했다. 상장 첫날 시가총액이 100조 원을 넘으며 큰 관심을 받았으나 현재는 22조 원 수준에 그치고 있다.(사진=연합뉴스)
55,"뉴욕증시, 3월 긴축 공포에 하락 마감…다우 0.7% ↓골드만 3.8%↓애플 0.34% ↓",2023.03.01,더팩트,S&P500 0.30% % ↓ 나스닥 0.10%% ↓...Fed 3월 금리 0.50%포인트 인상 관측 힘얻어뉴욕 주식시장의 3대 지수가 2월 마지막 거래일인 28일(현지시각) 긴축공포에 일제히 하락 마감했다.사진은 뉴욕증권거래소 플로어 전경 /AP.뉴시스뉴욕 주식시장 주요 지수가 긴축공포에  2월 마지막 거래일에 하락 마감했다. 우량주 중심의 다우존스30 산업평균지수 낙폭이 컸으며 3대 지수 모두 월간 하락을 기록했다.28일(현지시각) 뉴욕증권거래소(NYSE)에서 다우지수는 전날에 비해 0.71%(232.39포인트) 하락한 3만2656.70으로 거래를 마쳤다. 대형주 중심의 스탠더드앤드푸어스(S&P)500지수는 전날에 비해 0.30%(12.09포인트) 내린 3970.15로 장을 마감했다. 기술주 중심의 나스닥지수는 0.10%(11.44포인트%) 밀린 1만1455.54로 장을 마감했다.다우지수는 2월 한 달간 4.19%가량 하락했고  S&P500지수와 나스닥지수도 2.61% 1.11% 떨어졌다. 3대 지수는 1월에 강한 반등 이후 모두 한 달 만에 하락세로 돌아섰다.업종별로는 소재(0.45%) 통신(0.24%) 금융(0.17%) 등 3개 업종 관련주는 상승한 반면 8개 업종관련주는 내렸다. 특히 유틸리티가 1.72% 빠졌고 에너지 업종도 1.44% 하락했다. 종목별로는 실적을 발표한 기업 가운데서는 주가 희비가 엇갈렸다. 소매 유통업체 타깃은 4분기 시장의 예상치를 웃도는 실적을 발표해 주가는 1% 이상 올랐다. 줌 비디오도 예상치를 웃도는 조정 주당순이익  예상 수준에 부합해 매출 발표에 주가는 1% 이상 상승했다.노르웨이지안 크루즈는 예상보다 나쁜 분기 손실에 주가는 10.182% 폭락했다.금융주 가운데서는 골드만삭스그룹이 3.797% 하락했다.기술주 가운데서는 빅테크 대장주 애플 주가는 0.34% 떨어졌고 마이크로소프트도 0.3% 내렸다. 반면 구글 모기업 알파벳(0.21%)과 메타플랫폼(페이스북 3.19%) 등은 상승했다.전기차 업체 테슬라 주가는 0.92% 내렸으나 경쟁사인 루시드그룹은 4.22% 상승했다. 반도체호사 엔비디아는 1.21% 하락했지만 칩메이커 인텔은 0.12% 휴대폰 반도체 회사 퀄컴은 0.09%  올랐다.석유메이저 셰브런과 엑슨모빌은 각각 1.26% 0.58% 내렸으며 유전 정보 서비스 회사인 베이커휴즈 주가는 1.42% 하락했고 헤스코퍼레이션은 3.01% 추락했다. 오스틴 굴스비 시카고연방준비은행(연은) 총재가 연설하고 있다. 굴스비 총재는 정책당국자들이 시장반응에 지나치게 의존하는 것은 위험하고 실수하는 것이라고 말해 중앙은행이 금리인상 기조를 이어가야 할 것이라는 뜻을 내비쳤다./시카고연방준비은행이날 시장은 미국 중앙은행인 연방준비제도(Fed)가 예상보다 오래 금리를 높은 수준으로 유지할 가능성 경제지표 Fed 고위 인사들의 발언 등을 반영했다.2월 들어 고용과 소비 인플레이션이 모두 강한 수준을 유지한 것으로 나타났다.이에 따라  Fed가 3월 연방공개시장위원회(FOMC) 회의에서 금리를 0.25% 포인트가 아니라 0.50% 포인트인상할 것이라는 관측이 힘을 얻고 있다.지난 1월31일~2월1일  FOMC에서 기준금리는 4.75%로 0.25%포인트 인상됐다. 시카고상품거래소(CME) 페드워치에 따르면 연방기금(FF) 금리 선물 시장에서 마감 시점 Fed가 3월 회의에서 금리를 0.25%포인트 인상할 확률은 76.7% 0.50%포인트 인상 확률은 23.3%로 나타났다.  이 때문에 10년물 미국 국채금리가 3.98% 수준으로 치솟으면서 심리적 저항선인 4%에 육박했고 통화정책에 민감한  2년물 국채금리는 16년 만에 최고치 근방에서 거래됐다.연방준비은행(연은) 총재의 매파 성향(긴축 선호) 발언도 이어졌다. 이날 오스탄 굴스비(사진 위) 시카고 연방준비은행 총재는 정책 당국자들이 금융시장 반응에 지나치게 의존하는 것은 위험하며 실수를 하는 것이라고 말했다.이날 나온 경제 지표는 대체로 부진했다. 콘퍼런스보드의 2월 소비자신뢰지수는 102.9로 3월 만에 가장 낮았다. 전달의 106과 시장 예상치인 108.5를 밑돌았다. 콘퍼런스보드는 소비자들이 소비를 줄이고 있다는 초기 징후가 나타나고 있다고 평가했다.1월 상품수지(수출입차) 적자는 지난해 12월(897억 달러)보다 18억 달러(2.0%) 증가한 915억 달러로 집계돼 석 달 만에 최대를 기록했다. 수출은 70억 달러 증가한 1738억 달러 수입은 88억 달러 늘어난 2653억 달러를 기록했다.S&P 케이스-실러가 집계하는 지난해 12월 미국주택가격지수는 전년 대비 5.8% 올라 전달 상승률 7.6%에서 둔화했다. 20개 도시 주택가격지수도 전년 동기 대비로는 4.6% 올라 전달의 6.8% 상승에서 크게 둔화한 것으로 나타났다.뉴욕증시 전문가들은 인플레이션 압력이 여전히 강해 Fed의 긴축을 강화하고 증시에 부담이 될 것으로 예상했다. KKM파이낸셜의 제픨버그(Jeff Kilburg) 최고경영자(CEO)는 CNBC에 인플레이션이 온화하고는 있지만 6월 소비자물가지수(CPI) 9.1%에서 직선으로 내려오지는 않았다면서 2월 은 1월 목격한 동안 포모(FOMO 고립공포증)에 대해 Fed가 주도한 백페덜이라고 평가했다. 그는 투자자 대부분은 국채 10년물이 4% 이상으로급등할 것으로 예상한다면서 4%수익률은 3월에 증시가 회복하는 것을 도울 상한선이라고 본다고 말했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: 더팩트제보 검색▶이메일: ▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write
56,美 반도체 보조금받고 '초과이익'나면 사실상 환수… 반도체주 혼선 [美 증시&IT],2023.03.01,디지털데일리,28일(현지시간) 미국 증시는 특별한 돌출 변수없이 3대 주요 지수가 장중 변동성을 보인끝에 약세로 마감했다. 미국 바이든 행정부가 반도체지원법(CHIPS Act)따라 보조금을 받은 반도체기업이 일정 수준 이상의 초과수익을 냈을 경우 이를 미국 정부가 원하는 프로그램에 투자하는 방식으로 공유하겠다고 밝힌 것이 눈길을 끌었다. 즉 보조금을 지원한 반도체기업들로부터 향후 초과 이익을 환수하는 장치를 마련하겠다는 것이다.  이날 다우존스30산업평균지수는 전장대비 0.71% 하락한 3만2656.70으로 스탠더드앤드푸어스(S&P)500지수는 0.30% 밀린 3970.15로 종료했다. 기술주 중심의 나스닥지수는 0.10% 밀린 1만1455.54로 거래를 마쳤다. 미 증시는 1월에 비해 2월은 시장예상치를 뛰어넘는 고용 및 인플레이션 지표들로 인해 미 연준(Fes)의 금리기조에 대한 불확실성이 증대됐고 이로인한 시장 변동성으로 인해 3대 주요 지수 모두 1월대비 약세로 마감했다. 따라서 미 연준의 3월 연방공개시장위원회(FOMC) 정례회의가 현재로선 최대 관심사가 됐다. 아직은 소수의견이지만 베이비스텝을 넘어 빅스텝(0.50%p 기준금리 인상)을 단행할 가능성도 예상한다.  이날 관심을 받은 반도체 주가는 대체로 약세가 이어졌다. 미 상무부가 이날 발표한 반도체지원법에 따른 520억 달러 규모의 보조금 지급과 향후 초과이익 부분에 대한 이익공유 방침이 반도체 업계에는 부담으로 작용한 모습이다.엔비디아(-1.21%) AMD(-0.24%) 마이크론 테크놀로지(-0.14%) 등이 하락했고 인텔(+0.12%)은 강보합으로 마감했다.아직 구체적인 세부안까지는 나오지 않았으나 초과이익은 다시 미국의 반도체 인력 육성을 위한 교육투자재원 고용 확대 복지 기후 환경 등에 투자함으로써 이익을 공공의 이익으로 환원시키겠다는 것이 골자다. 초과이익 환수 과정에서 논란은 불가피할 전망이다. 결국 보조금을 받는 반도체 기업들으로선 결코 공짜 식탁에 초대된 것이 아님을 인식할 필요가 있게됐다. 미 정부에 보조금을 신청할 것으로 예상되는 삼성전자나 SK하이닉스로서도 고민거리가 하나 더 늘어난 셈이다. 미 상무부 발표에 따르면 1억5000만달러 이상의 보조금을 받은 기업의 경우 예상을 초과하는 이익의 일정 비율을 미국 정부와 공유해야 한다. 보조금을 신청할때 이 계획까지 제시해야한다. 또한 중국이라고 명시하지 않았지만 미국의 안보를 위협하는 외국 기업에 기술을 제공하는 경우는 보조금이 회수될 수 있다. 또한 초과이익이 발생했을 경우 그 이익으로 기업 주가 부양을 위한 자사주 매입 배당 확대 등도 금지된다. 미 정부는 반도체 보조금이 본래의 목적에만 사용될 수 있도록 하겠다는 의지이지만 반도체 기업들 입장에선 결코 반길수 있는 내용은 아니다. 전기차기업 테슬라는 0.92%하락한 205.71달러로 마감해 소폭 조정을 받았다. 3월1일(현지시간)로 예정된 투자자의 날을 앞두고 일론 머스크 CEO가 발표할 이슈에 대한 관심이 커진 가운데 다소 관망세가 깊어진 모습이다.이와함께 이날 멕시코의 로페스 오브라도르 대통령은 테슬라의 멕시코 기가팩토리 후보지인 북부지역 몬테레이에서 다시하면 공장 유치를 확인했다. 멕시코 공장의 경우 물 부족 문제로 협상이 결렬될 수 있다는 우려가 나왔지만 오브라도르 대통령은 이를 불식시켰다. 또 전기 트럭이 주력인 리비안은 정규장에선 4.61% 상승 마감했으나 장마감이후 발표된 작년 4분기 실적 부진으로 시간외 연장거래에선 7~8%하락세를 보였다. 리비안의 작년 4분기 매출은 6억6300만 달러로 시장예상치(7억4240만달러)를 하회했다. 아울러 리비안은 가이던스를 통해 올해는 작년의 2배 수준인 5만대의 차량을 생산할 계획이라고 밝혔지만 이는 시장예상치인 6만대보다는 적은 것이어서 역시 시장에 실망감을 던졌다. 고급 전기차가 주력인 루시드는 4.22% 상승 마감했다. 이밖에 애플(-0.34%) 아마존(+0.50%) 알파벳(+0.21%) 마이크로소프트(-0.30%) 등 주요 빅테크 기업들도 등락이 엇갈리며 혼조세로 마감했다. 로이터는 이날 마이크로소프트가 자사의 윈도 프로그램에 최근 챗GPT 기술로 업그레이드된 빙 검색 엔진을 추가하기 시작했다고 밝혔다. 마이크로소프트는 업그레이드된 빙이 검색에 활용될 수 있도록 윈도11 최신판에 업데이트 기능을 선보일 계획이다. 메타 플랫폼스는 3.19%상승해 강세로 마감했다. 전말 마크 저커버그 CEO가 AI사업에 주력하기위해 관련 조직을 AI 중심 조직으로 통폐합시키겠다는 선언을 한 것이 시장에 긍정적으로 작용한 거승로 분석된다.
57,머스크도 챗GPT 시장에 뛰어든다…전문가 접촉,2023.03.01,뉴스1,일론 머스크 테슬라 최고경영자(CEO). ⓒ 로이터=뉴스1 ⓒ News1 이유진 기자(서울=뉴스1) 박형기 기자 = 최근 세계 IT업계의 최대 이슈인 챗봇 사업에 일론 머스크 테슬라 최고경영자(CEO)도 뛰어들 가능성이 크다고 미국의 시장전문지 마켓워치가 지난달 28일(현지시간) 보도했다.머스크가 구글에서 챗봇을 개발했던 전문가 이고르 바부스킨과 만나 인공지능(AI) 연구 실험실 설립을 논의했다고 마켓워치는 전했다. 사실 머스크는 최근 가장 큰 화제가 되고 챗봇 챗GPT를 개발한 ‘오픈 AI의 공동창업자였다. 그는 지난 2015년 현재의 경영자 샘 알트만 등과 오픈 AI를 공동 창업했었다.그러나 테슬라와 이해충돌 등을 이유로 2018년 지분을 정리하고 오픈 AI를 떠났다. 오픈 AI가 개발한 챗GPT는 출시된 지 불과 며칠 만에 사용자가 100만 명을 넘어서는 등 현재 월간 활성 사용자 수가 1억 명에 이른다 .챗GPT의 기능이 획기적인 것으로 알려지면서 마이크로소프트(MS)는 챗GPT의 기능을 MS의 검색엔진인 빙에 추가하는 등 챗봇 사업에 적극 나서고 있다. MS는 지난 2019년 오픈 AI에 10억 달러를 투자하기도 했었다. MS가 챗봇 시장에 적극적으로 뛰어들자 경쟁업체인 구글은 ‘바드’를 메타는 ‘람마’를 내놓는 등 챗봇 경쟁이 날로 치열해지고 있다.
58,"멕시코 대통령 ""테슬라, 멕시코 몬테리이에 새 공장 건설""",2023.03.01,YTN,미국 전기차 업체 테슬라가 멕시코 누에보레온주 몬테레이 지역에 새 공장을 건설한다고 안드레스 마누엘 로페스 오브라도르 멕시코 대통령이 현지시간 28일 말했습니다.오브라도르 대통령은 테슬라가 현지시간 3월 1일 구체적인 내용을 발표할 것이라고 밝혔습니다.오브라도르 대통령은 지난 24일 밤과 27일 일론 머스크 테슬라 최고경영자와 화상 통화를 했으며 28일 기자회견에서 테슬라는 멕시코에 투자한다고 확언하고 공장 입지를 구체적으로 적시했습니다.멕시코의 산업 수도라고 불리는 누에보레온주는 리오브라보 미국명으로는 리오그란데 강을 끼고 미국과 국경을 맞대고 있습니다.멕시코주재 한국대사관 분석에 따르면 누에보레온 주 수출의 80%가 미국을 상대로 할 만큼 대미 의존도가 절대적으로 높은 지역입니다.산업단지와 생산공장이 밀집해 약 2천600개 업체에서 60만 명의 근로자가 일하고 있습니다.기아차와 LG 일렉트로닉을 비롯한 270여 개의 한국 기업도 들어서 있습니다.※ 당신의 제보가 뉴스가 됩니다[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] 
59,"美 전기차업체 리비안, 예상 밑도는 4분기 실적에 주가 9%↓",2023.03.01,연합뉴스,매출 8천784억원·올해 생산차량 5만대로 전망치 못 미쳐리비안 로고[로이터 연합뉴스] 2023. 3. 1 (샌프란시스코=연합뉴스) 김태종 특파원 = 미국 전기자동차 업체 리비안이 시장 예상치를 밑도는 지난해 4분기 실적을 발표했다. 올해 생산 차량도 월가 전망을 하회하면서 주가는 급락했다.    리비안은 지난해 4분기 6억6천300만 달러(8천784억 원)의 매출을 기록했다고 28일(현지시간) 밝혔다.    이는 블룸버그가 집계한 시장 예상치 7억1천700만 달러(9천500억 원)에 미치지 못하는 수준이다. 여기에 주당 1.87달러(2천477원)의 손실을 기록했다.    리비안은 주주들에게 보낸 서한에서 공급망 이슈는 계속해서 우리의 생산을 제한하는 주요 원인이 되고 있다며 이 때문에 지난 분기에는 상당 기간 생산을 하지 못했다고 설명했다.     이어 이 문제가 올해에도 계속 영향을 미칠 것으로 예상하지만 작년에 경험했던 것보다 더 나아질 것으로 예상한다고 말했다.    리비안은 이에 올해에는 작년의 두 배 수준인 5만 대의 차량을 생산할 것으로 전망했다. 그러나 전문가들이 예상한 6만 대보다 낮아 시장에 실망감을 줬다.     실적 발표 후 리비안은 시간 외 거래에서 정규장 종가보다 9.17% 급락한 17.53달러(2만3천227원)에 거래됐다.    리비안은 전기차 선두주자 테슬라의 대항마로 주목받으며 2021년 11월 뉴욕증시에 상장했다. 상장 첫날 시가총액이 100조 원을 넘으며 큰 관심을 받았으나 현재는 22조 원 수준에 그치고 있다.    
